DateTime,Close,SMA_10,SMA_20,ATR,Entry,Exit,PositionQty,Cash,Equity
2009-09-25,1.47234,1.47234,1.47234,0.002944679999999922,False,False,0.0,,10000.0
2009-09-27,1.47197,1.4721549999999999,1.4721549999999999,0.00294430999999995,False,False,0.0,10000.0,10000.0
2009-09-28,1.4711,1.4718033333333331,1.4718033333333331,0.0029436066666665983,False,False,0.0,10000.0,10000.0
2009-09-29,1.46455,1.4699900000000001,1.4699900000000001,0.004211342499999937,False,False,0.0,10000.0,10000.0
2009-09-30,1.46728,1.469448,1.469448,0.004208529999999877,False,False,0.0,10000.0,10000.0
2009-10-01,1.46668,1.4689866666666667,1.4689866666666667,0.003996001666666545,False,False,0.0,10000.0,10000.0
2009-10-02,1.46467,1.46837,1.46837,0.0039215257142856275,False,False,0.0,10000.0,10000.0
2009-10-04,1.46127,1.4674825,1.4674825,0.004038993749999914,False,False,0.0,10000.0,10000.0
2009-10-05,1.46685,1.4674122222222221,1.4674122222222221,0.004373199999999904,False,False,0.0,10000.0,10000.0
2009-10-06,1.47612,1.468283,1.468283,0.0050104919999998995,False,False,0.0,10000.0,10000.0
2009-10-07,1.47361,1.46841,1.4687672727272727,0.004917139090908992,False,False,0.0,10000.0,10000.0
2009-10-08,1.4816,1.469373,1.4698366666666667,0.005296677499999884,False,False,0.0,10000.0,10000.0
2009-10-09,1.47759,1.470022,1.470433076923077,0.005311363076922968,False,False,0.0,10000.0,10000.0
2009-10-11,1.47412,1.470979,1.4706964285714286,0.0052851314285713115,True,False,3390.159043616064,5000.0,9997.501249375313
2009-10-12,1.48127,1.4723780000000002,1.4714013333333333,0.005691316428571299,False,False,3390.159043616064,5000.0,10021.740886537167
2009-10-13,1.48756,1.474466,1.47241125,0.006036574999999862,False,False,3390.159043616064,5000.0,10043.064986921512
2009-10-14,1.49443,1.4774420000000001,1.4737064705882352,0.006423877142857003,False,False,3390.159043616064,5000.0,10066.355379551154
2009-10-15,1.49687,1.481002,1.4749933333333334,0.006132614285714132,False,False,3390.159043616064,5000.0,10074.627367617577
2009-10-16,1.4966,1.483977,1.4761305263157893,0.006046608571428437,False,False,3390.159043616064,5000.0,10073.712024675802
2009-10-18,1.49178,1.4855429999999998,1.4769130000000001,0.006287924285714151,False,False,3390.159043616064,5000.0,10057.371458085572
2009-10-19,1.49801,1.487983,1.4781965000000001,0.006591734285714135,False,False,3390.159043616064,5000.0,10078.4921489273
2009-10-20,1.4994,1.489763,1.479568,0.006458700714285559,False,False,3390.159043616064,5000.0,10083.204469997927
2009-10-21,1.50456,1.4924600000000001,1.481241,0.006431394285714122,False,False,3390.159043616064,5000.0,10100.697690662986
2009-10-22,1.5042,1.495468,1.4832235,0.00587869999999984,False,False,3390.159043616064,5000.0,10099.477233407284
2009-10-23,1.5059,1.497931,1.4851545,0.005823149285714114,False,False,3390.159043616064,5000.0,10105.240503781431
2009-10-25,1.50107,1.4992819999999998,1.486874,0.0055988257142855725,False,False,3390.159043616064,5000.0,10088.866035600764
2009-10-26,1.506,1.5004389999999999,1.4889405,0.005666569285714137,False,False,3390.159043616064,5000.0,10105.579519685793
2009-10-27,1.4926,1.5000120000000001,1.490507,0.00637717499999987,False,False,3390.159043616064,5000.0,10060.151388501337
2009-10-28,1.48405,1.498757,1.4913669999999999,0.006477373571428445,False,True,0.0,10028.649945914081,10028.649945914081
2009-10-29,1.48582,1.498161,1.4918520000000002,0.006154392142857005,False,False,0.0,10028.649945914081,10028.649945914081
2009-10-30,1.48585,1.496945,1.492464,0.005769197142857,False,False,0.0,10028.649945914081,10028.649945914081
2009-11-01,1.47411,1.494416,1.4920895,0.006431857142857005,False,False,0.0,10028.649945914081,10028.649945914081
2009-11-02,1.48445,1.492405,1.4924325,0.007062660714285566,False,False,0.0,10028.649945914081,10028.649945914081
2009-11-03,1.48088,1.490073,1.4927705000000002,0.006972596428571287,False,False,0.0,10028.649945914081,10028.649945914081
2009-11-04,1.49069,1.4885519999999999,1.4932414999999999,0.007227787857142716,False,False,0.0,10028.649945914081,10028.649945914081
2009-11-05,1.49166,1.487611,1.4934465000000001,0.007226682142856996,False,False,0.0,10028.649945914081,10028.649945914081
2009-11-06,1.49138,1.486149,1.4932940000000001,0.006963696428571293,False,False,0.0,10028.649945914081,10028.649945914081
2009-11-08,1.48841,1.4857299999999998,1.4928709999999998,0.0070672685714284434,False,False,0.0,10028.649945914081,10028.649945914081
2009-11-09,1.50197,1.4875219999999998,1.4931395,0.007914130714285594,False,False,0.0,10028.649945914081,10028.649945914081
2009-11-10,1.50206,1.4891459999999999,1.4936535,0.0076764914285712815,False,False,0.0,10028.649945914081,10028.649945914081
2009-11-11,1.50495,1.491056,1.4940004999999998,0.007530702142856989,False,False,0.0,10028.649945914081,10028.649945914081
