entry_date,entry_price,exit_date,exit_price,qty,pnl,pct_return,holding_days,exit_reason,cash_before,cash_after
2009-10-06 14:00:00,1.47547737,2009-10-09 16:00:00,1.4696648,3388.733776377743,-19.697252286559284,-0.39394504573118105,3,trailing_atr,10000.0,9980.30274771344
2009-11-05 12:00:00,1.4874833699999999,2009-11-06 13:00:00,1.48317804,3354.761118342265,-14.443353685631745,-0.28943718543890107,1,trailing_atr,9980.302747713442,9965.85939402781
2009-11-24 18:00:00,1.49760843,2009-11-26 14:00:00,1.50126899,3327.258045024429,12.17962770929437,0.2444270429220241,1,trailing_atr,9965.85939402781,9978.039021737104
2009-12-02 08:00:00,1.51021473,2009-12-02 19:00:00,1.5027382550000001,3303.516653468578,-24.69865967174088,-0.49506039449104255,0,trailing_atr,9978.039021737104,9953.340362065363
2009-12-25 16:00:00,1.44007968,2009-12-29 16:00:00,1.43446241,3455.829736471722,-19.412328703790152,-0.3900666107586437,4,trailing_atr,9953.340362065363,9933.928033361572
2010-01-05 21:00:00,1.437108195,2010-01-07 11:00:00,1.4326833,3456.221343641274,-15.293416542371117,-0.30790270456984015,1,trailing_atr,9933.928033361572,9918.634616819201
2010-01-11 07:00:00,1.44930429,2010-01-13 16:00:00,1.44823552,3421.860642122021,-3.657181998480171,-0.07374365806920302,2,trailing_atr,9918.6346168192,9914.97743482072
2010-02-12 00:00:00,1.36678305,2010-02-12 09:00:00,1.355971675,3627.1218884448117,-39.21417490668527,-0.7910088583553909,0,trailing_atr,9914.97743482072,9875.763259914034
2010-03-02 12:00:00,1.35679806,2010-03-04 15:00:00,1.359869725,3639.3637163344833,11.178906149734566,0.22639072759287338,2,trailing_atr,9875.763259914034,9886.942166063769
2010-03-12 06:00:00,1.371135225,2010-03-15 09:00:00,1.3699246950000001,3605.3855177062383,-4.364427330748287,-0.08828669688650814,3,trailing_atr,9886.942166063769,9882.57773873302
2010-03-31 00:00:00,1.34225079,2010-04-02 12:00:00,1.3507842700000001,3681.345472977155,31.414687966741436,0.6357589850999545,2,trailing_atr,9882.57773873302,9913.99242669976
2010-04-12 18:00:00,1.359229275,2010-04-15 07:00:00,1.3587003100000001,3646.9168995421182,-1.929091397765459,-0.038916539669131556,2,trailing_atr,9913.992426699762,9912.063335301997
2010-05-23 23:00:00,1.251715545,2010-05-24 09:00:00,1.23941998,3959.3913229311206,-48.68295337153496,-0.9822970601519376,0,trailing_atr,9912.063335301997,9863.380381930461
2010-06-01 07:00:00,1.22048994,2010-06-02 10:00:00,1.22244847,4040.746285024874,7.913922821609822,0.1604708024057988,1,ma_cross,9863.380381930463,9871.294304752073
2010-06-11 15:00:00,1.2082238099999998,2010-06-15 06:00:00,1.21603168,4085.043773782307,31.895490730002322,0.6462271257508201,3,trailing_atr,9871.294304752073,9903.189795482076
2010-06-28 19:00:00,1.227763575,2010-06-29 07:00:00,1.2208292800000002,4033.019873342502,-27.966149542618563,-0.5647907415725184,0,trailing_atr,9903.189795482074,9875.223645939455
2010-07-02 14:00:00,1.260599985,2010-07-05 13:00:00,1.251024175,3916.8744103782674,-37.5072451476446,-0.7596232043426632,2,trailing_atr,9875.223645939455,9837.71640079181
2010-07-14 18:00:00,1.2737065349999999,2010-07-18 21:00:00,1.2890451550000002,3861.845774698727,59.23538483671056,1.2042507107023814,4,trailing_atr,9837.71640079181,9896.951785628522
2010-07-27 03:00:00,1.301480415,2010-07-30 09:00:00,1.297920715,3802.1900566319787,-13.534655944592217,-0.27351160716466705,3,trailing_atr,9896.951785628522,9883.41712968393
2010-08-19 12:00:00,1.28928432,2010-08-20 08:00:00,1.27490223,3832.9082950779743,-55.12523206155804,-1.1155095720081332,0,trailing_atr,9883.41712968393,9828.291897622372
2010-08-30 01:00:00,1.2759276449999999,2010-08-30 17:00:00,1.2663265200000002,3851.4299522142474,-36.97806039995169,-0.7524819324687959,0,trailing_atr,9828.291897622374,9791.313837222422
2010-09-14 09:00:00,1.2842718149999999,2010-09-17 11:00:00,1.30544695,3812.0099354599724,80.71982500470709,1.6488047742447831,3,trailing_atr,9791.313837222422,9872.03366222713
2010-10-25 05:00:00,1.4061327149999998,2010-10-25 14:00:00,1.3970711150000001,3510.3491857193335,-31.809380181313152,-0.6444341919745189,0,trailing_atr,9872.03366222713,9840.224282045816
2010-11-02 04:00:00,1.393086195,2010-11-05 10:00:00,1.409364965,3531.807406233688,57.49348045037477,1.1685400414150227,3,trailing_atr,9840.224282045816,9897.717762496191
2010-11-22 07:00:00,1.3738065599999998,2010-11-22 13:00:00,1.3638377400000001,3602.2967318252554,-35.91064770615301,-0.7256349103471837,0,trailing_atr,9897.717762496191,9861.80711479004
2010-12-06 01:00:00,1.336637985,2010-12-06 10:00:00,1.3245274050000002,3689.0344376940766,-44.67634668044865,-0.9060478705458785,0,trailing_atr,9861.807114790037,9817.13076810959
2010-12-14 14:00:00,1.3394894099999999,2010-12-15 17:00:00,1.3268562400000001,3664.5048086306224,-46.2943122132472,-0.9431332495566158,1,trailing_atr,9817.13076810959,9770.836455896342
2010-12-28 06:00:00,1.322390865,2010-12-28 14:00:00,1.3134829300000002,3694.38292206304,-32.90932293484713,-0.673623452472949,0,trailing_atr,9770.836455896342,9737.927132961495
2011-01-13 16:00:00,1.336918125,2011-01-14 16:00:00,1.332023655,3641.931001930838,-17.82532203102037,-0.36610095326518044,1,trailing_atr,9737.927132961495,9720.101810930475
2011-02-11 01:00:00,1.3580086649999998,2011-02-13 23:00:00,1.35048442,3578.806991975444,-26.92782061533602,-0.5540645795511168,2,trailing_atr,9720.101810930475,9693.17399031514
2011-02-18 08:00:00,1.358568945,2011-02-22 00:00:00,1.3626783199999999,3567.4207135343945,14.659869494679901,0.30247820805295866,3,trailing_atr,9693.17399031514,9707.83385980982
2011-03-15 21:00:00,1.40041986,2011-03-16 17:00:00,1.3883055000000002,3466.044054748631,-41.988905455083824,-0.8650519994767736,0,trailing_atr,9707.83385980982,9665.844954354736
2011-03-31 17:00:00,1.420860075,2011-04-01 12:00:00,1.409504895,3401.4063469109497,-38.62358132231635,-0.7991765128596562,0,trailing_atr,9665.844954354736,9627.22137303242
2011-04-21 21:00:00,1.45574751,2011-04-25 02:00:00,1.4537927400000001,3306.6247089209924,-6.463690782256736,-0.13427946718588268,3,trailing_atr,9627.221373032418,9620.757682250161
2011-05-19 10:00:00,1.427743515,2011-05-20 10:00:00,1.4240576150000002,3369.2177835772422,-12.418599828486675,-0.2581626154330552,1,trailing_atr,9620.757682250161,9608.339082421675
2011-05-27 20:00:00,1.432345815,2011-06-01 18:00:00,1.436451415,3354.057023729872,13.770416516625877,0.286634690938814,4,trailing_atr,9608.339082421675,9622.1094989383
2011-06-22 03:00:00,1.4375083949999998,2011-06-22 21:00:00,1.4328232300000001,3346.801149964172,-15.68031560977093,-0.32592261835101555,0,trailing_atr,9622.109498938302,9606.429183328532
2011-06-29 22:00:00,1.4484538649999998,2011-07-01 13:00:00,1.4460766000000003,3316.0977423773634,-7.883243099531307,-0.16412431610305367,1,trailing_atr,9606.429183328532,9598.545940229
2011-07-18 01:00:00,1.406592945,2011-07-21 09:00:00,1.41597166,3411.9842468813886,32.00002783599012,0.6667682383406204,3,trailing_atr,9598.545940229,9630.54596806499
2011-08-10 03:00:00,1.43565747,2011-08-10 12:00:00,1.42680624,3354.0542118535386,-29.68750526158473,-0.6165279800341317,0,trailing_atr,9630.545968064991,9600.858462803406
2011-08-16 01:00:00,1.4444118449999999,2011-08-16 10:00:00,1.435411935,3323.4490896893076,-29.910742696784958,-0.6230847546116469,0,trailing_atr,9600.858462803406,9570.94772010662
2011-08-24 08:00:00,1.444331805,2011-08-25 14:00:00,1.4344224300000001,3313.2787379512915,-32.83252149388571,-0.6860871557141879,1,trailing_atr,9570.947720106622,9538.115198612737
2011-09-16 12:00:00,1.3794593849999999,2011-09-18 21:00:00,1.366066625,3457.1931955114205,-46.30135874111716,-0.970870193470752,2,trailing_atr,9538.115198612737,9491.81383987162
2011-09-29 07:00:00,1.366512915,2011-09-29 18:00:00,1.3554819200000001,3473.005536823492,-38.310706711671635,-0.8072367907331346,0,trailing_atr,9491.81383987162,9453.503133159948
2011-10-07 20:00:00,1.338418875,2011-10-13 08:00:00,1.372763275,3531.593625037584,121.29046409574137,2.566042712151684,5,trailing_atr,9453.50313315995,9574.793597255692
2011-10-24 01:00:00,1.3867630349999998,2011-10-24 10:00:00,1.3819087,3452.2096982689236,-16.758182365645084,-0.35004790850945433,0,trailing_atr,9574.793597255692,9558.035414890046
2011-11-08 13:00:00,1.379699505,2011-11-09 09:00:00,1.3698547300000001,3463.8105544910113,-34.10043555158896,-0.7135448671484412,0,trailing_atr,9558.035414890048,9523.934979338459
2011-11-23 06:00:00,1.3478035649999998,2011-11-23 10:00:00,1.338260535,3533.131691686266,-33.71678172771164,-0.7080430893503187,0,trailing_atr,9523.934979338459,9490.218197610748
2011-12-01 02:00:00,1.3448721,2011-12-02 15:00:00,1.342378475,3528.297671433123,-8.79825128092683,-0.18541726012457627,1,trailing_atr,9490.218197610748,9481.419946329821
2011-12-21 07:00:00,1.3129761599999998,2011-12-21 10:00:00,1.30972481,3610.659597326513,-11.739518081766706,-0.24763206667817173,0,trailing_atr,9481.419946329821,9469.680428248053
2012-01-04 17:00:00,1.2960877199999998,2012-01-05 08:00:00,1.28625655,3653.1788250597947,-35.91502206956229,-0.7585265910859618,0,trailing_atr,9469.680428248055,9433.765406178492
2012-01-13 10:00:00,1.280169765,2012-01-13 13:00:00,1.27230353,3684.575930512815,-28.983740144756855,-0.61446811314122,0,trailing_atr,9433.765406178492,9404.781666033736
2012-01-19 06:00:00,1.286492925,2012-01-20 08:00:00,1.29211362,3655.2014718750734,20.544772636961508,0.4369005760370026,1,trailing_atr,9404.781666033736,9425.326438670698
2012-02-08 04:00:00,1.3250722050000001,2012-02-10 11:00:00,1.3234379500000002,3556.533147063747,-5.812282078254372,-0.12333327903439883,2,trailing_atr,9425.326438670698,9419.514156592444
2012-02-21 07:00:00,1.3259326349999998,2012-02-27 10:00:00,1.339599865,3552.0334547736825,48.546458194087414,1.0307635274397153,6,trailing_atr,9419.514156592442,9468.06061478653
2012-03-12 20:00:00,1.3161477449999999,2012-03-13 08:00:00,1.312173585,3596.8836518374806,-14.294591133785858,-0.3019539421085127,0,trailing_atr,9468.06061478653,9453.766023652743
2012-03-19 20:00:00,1.324411875,2012-03-20 09:00:00,1.31838048,3569.0430605859465,-21.526308470402558,-0.45540176087592865,0,trailing_atr,9453.766023652744,9432.239715182342
2012-04-03 20:00:00,1.323911625,2012-04-04 03:00:00,1.31945994,3562.261837221326,-15.858067586830757,-0.33625242923598364,0,ma_cross,9432.239715182342,9416.381647595512
2012-04-12 08:00:00,1.312505925,2012-04-13 13:00:00,1.3102645400000001,3587.176815066763,-8.040244305637763,-0.1707714195651966,1,trailing_atr,9416.381647595512,9408.341403289875
2012-04-19 16:00:00,1.3129761599999998,2012-04-23 07:00:00,1.31386274,3582.8302485286076,3.1764656417411814,0.06752445528031004,3,trailing_atr,9408.341403289873,9411.517868931614
2012-05-23 05:00:00,1.2682438049999998,2012-05-23 14:00:00,1.2577708,3710.4529238885634,-38.85959202414844,-0.8257879879807306,0,trailing_atr,9411.517868931613,9372.658276907465
2012-06-06 06:00:00,1.250434905,2012-06-06 12:00:00,1.24381778,3747.7593753300825,-24.799392256481077,-0.5291858835306584,0,trailing_atr,9372.658276907463,9347.858884650981
2012-06-13 16:00:00,1.2588190949999998,2012-06-14 03:00:00,1.25665136,3712.947683181984,-8.048686646001688,-0.17220385427977325,0,ma_cross,9347.858884650981,9339.81019800498
2012-06-15 05:00:00,1.2640917299999999,2012-06-18 08:00:00,1.2643974850000002,3694.2770751316366,1.1295436871079678,0.024187722516022525,3,trailing_atr,9339.81019800498,9340.939741692087
2012-07-02 02:00:00,1.2627510599999998,2012-07-02 12:00:00,1.259180095,3698.6465652589072,-13.207737431908884,-0.28279247692730713,0,trailing_atr,9340.939741692087,9327.732004260179
2012-07-18 04:00:00,1.229384385,2012-07-18 09:00:00,1.2230881500000002,3793.6597040234,-23.885773006560868,-0.5121453531394704,0,trailing_atr,9327.732004260179,9303.846231253618
2012-07-27 14:00:00,1.2376185,2012-07-30 01:00:00,1.227855765,3758.769859715905,-36.69587406639364,-0.78883234211512,2,trailing_atr,9303.846231253618,9267.150357187224
2012-08-06 19:00:00,1.2402398099999998,2012-08-08 06:00:00,1.23606166,3736.0316458424377,-15.60970062107572,-0.33688242921341427,1,trailing_atr,9267.150357187224,9251.540656566147
2012-08-16 11:00:00,1.228523955,2012-08-17 13:00:00,1.23222358,3765.3073914078245,13.930225357937532,0.3011439040275121,1,trailing_atr,9251.540656566147,9265.470881924084
2012-08-31 02:00:00,1.25216577,2012-09-04 10:00:00,1.257800785,3699.778058109704,20.848304854118926,0.4500214855737594,4,trailing_atr,9265.470881924084,9286.319186778202
2012-10-02 20:00:00,1.2925559549999999,2012-10-03 12:00:00,1.289125115,3592.2310174874424,-12.324369864035985,-0.26543067530100384,0,ma_cross,9286.319186778204,9273.994816914168
2012-10-03 20:00:00,1.2911352449999998,2012-10-08 00:00:00,1.300519415,3591.411067441726,33.70241199675511,0.7268154158397433,4,trailing_atr,9273.994816914168,9307.697228910924
2012-10-16 02:00:00,1.2968480999999998,2012-10-18 18:00:00,1.3058267600000002,3588.584210020789,32.220677503146554,0.6923447703705898,2,trailing_atr,9307.697228910922,9339.917906414068
2012-11-01 16:00:00,1.2942668099999999,2012-11-02 05:00:00,1.28947494,3608.1887576233485,-17.289971461991907,-0.3702381891412143,0,trailing_atr,9339.917906414068,9322.627934952076
2012-11-16 04:00:00,1.27765851,2012-11-16 09:00:00,1.272693335,3648.32537880254,-18.114573962695655,-0.3886151863849663,0,trailing_atr,9322.627934952077,9304.513360989382
2012-12-13 11:00:00,1.306863105,2012-12-19 16:00:00,1.32405764,3559.865346795211,61.210229300757426,1.3157104928752217,6,trailing_atr,9304.513360989382,9365.72359029014
2012-12-27 23:00:00,1.32544239,2012-12-28 08:00:00,1.3204294550000002,3533.0557031189182,-17.710978591114028,-0.37820844103226836,0,trailing_atr,9365.72359029014,9348.012611699025
2013-01-10 16:00:00,1.3225709549999998,2013-01-14 12:00:00,1.3332230550000002,3534.030660645737,37.64484800026582,0.80540858391982,3,trailing_atr,9348.012611699025,9385.65745969929
2013-01-22 05:00:00,1.3349971649999999,2013-01-22 09:00:00,1.3296448450000002,3515.2349779331894,-18.814662477090078,-0.4009236978416819,0,trailing_atr,9385.65745969929,9366.8427972222
2013-01-25 12:00:00,1.3459726499999998,2013-02-01 14:00:00,1.3591201,3479.581400566424,45.747622484877624,0.9767991942481347,7,trailing_atr,9366.8427972222,9412.590419707078
2013-02-15 06:00:00,1.3384689,2013-02-15 08:00:00,1.3327133100000002,3516.1782315999562,-20.237680268014117,-0.43001297975618913,0,trailing_atr,9412.590419707078,9392.352739439064
2013-03-08 09:00:00,1.3101347399999999,2013-03-08 13:00:00,1.299439955,3584.49877431655,-38.33544372407857,-0.8163118398035851,0,trailing_atr,9392.352739439064,9354.017295714986
2013-03-25 11:00:00,1.299799575,2013-03-25 14:00:00,1.28723606,3598.2537137369754,-45.20671450634049,-0.9665732503413182,0,trailing_atr,9354.017295714984,9308.810581208643
2013-04-02 23:00:00,1.28254095,2013-04-04 07:00:00,1.27936,3629.050043668642,-11.543826736407622,-0.2480193712333323,1,trailing_atr,9308.810581208643,9297.266754472235
2013-04-29 16:00:00,1.3091942699999999,2013-04-30 07:00:00,1.307196075,3550.759030770978,-7.095108941490951,-0.1526278449110463,0,trailing_atr,9297.266754472235,9290.171645530745
2013-05-10 04:00:00,1.30455195,2013-05-10 11:00:00,1.2977208150000001,3560.6752362490215,-24.323453229973524,-0.5236384032080821,0,trailing_atr,9290.171645530743,9265.84819230077
