DateTime,Close,SMA_10,SMA_20,ATR,Entry,Exit,PositionQty,Cash,Equity
9/25/2009 12:00,1.47234,1.47234,1.47234,0.00294468,FALSE,FALSE,0,,10000
9/25/2009 16:00,1.46839,1.470365,1.470365,0.004181535,FALSE,FALSE,0,10000,10000
9/25/2009 20:00,1.46944,1.470056667,1.470056667,0.003767317,FALSE,FALSE,0,10000,10000
9/27/2009 20:00,1.47197,1.470535,1.470535,0.00382598,FALSE,FALSE,0,10000,10000
9/28/2009 0:00,1.4711,1.470648,1.470648,0.003649224,FALSE,FALSE,0,10000,10000
9/28/2009 4:00,1.46335,1.469431667,1.469431667,0.004576578,FALSE,FALSE,0,10000,10000
9/28/2009 8:00,1.46639,1.468997143,1.468997143,0.004566551,FALSE,FALSE,0,10000,10000
9/28/2009 12:00,1.46688,1.4687325,1.4687325,0.004362452,FALSE,FALSE,0,10000,10000
9/28/2009 16:00,1.4679,1.46864,1.46864,0.004203936,FALSE,FALSE,0,10000,10000
9/28/2009 20:00,1.46334,1.46811,1.46811,0.004385876,FALSE,FALSE,0,10000,10000
9/29/2009 0:00,1.46325,1.467201,1.467668182,0.004253205,FALSE,FALSE,0,10000,10000
9/29/2009 4:00,1.46455,1.466817,1.467408333,0.004142863,FALSE,FALSE,0,10000,10000
9/29/2009 8:00,1.45959,1.465832,1.466806923,0.004317996,FALSE,FALSE,0,10000,10000
9/29/2009 12:00,1.45776,1.464411,1.466160714,0.004244408,FALSE,FALSE,0,10000,10000
9/29/2009 16:00,1.45837,1.463138,1.465641333,0.004242412,FALSE,FALSE,0,10000,10000
9/29/2009 20:00,1.45967,1.46277,1.465268125,0.004063909,FALSE,FALSE,0,10000,10000
9/30/2009 0:00,1.46325,1.462456,1.465149412,0.004214221,FALSE,FALSE,0,10000,10000
9/30/2009 4:00,1.46431,1.462199,1.465102778,0.004137553,FALSE,FALSE,0,10000,10000
9/30/2009 8:00,1.46728,1.462137,1.465217368,0.004244344,FALSE,FALSE,0,10000,10000
9/30/2009 12:00,1.46608,1.462411,1.4652605,0.003795688,FALSE,FALSE,0,10000,10000
9/30/2009 16:00,1.46636,1.462722,1.4649615,0.003683283,FALSE,FALSE,0,10000,10000
9/30/2009 20:00,1.46564,1.462831,1.464824,0.003683106,FALSE,FALSE,0,10000,10000
10/1/2009 0:00,1.46668,1.46354,1.464686,0.003682931,FALSE,FALSE,0,10000,10000
10/1/2009 4:00,1.46285,1.464049,1.46423,0.003630754,FALSE,FALSE,0,10000,10000
10/1/2009 8:00,1.45963,1.464175,1.4636565,0.003755977,TRUE,FALSE,3423.81374,5000,9997.501249
10/1/2009 12:00,1.45821,1.464029,1.4633995,0.003755071,FALSE,FALSE,3423.81374,5000,9992.639434
10/1/2009 16:00,1.45491,1.463195,1.4628255,0.003636166,FALSE,FALSE,3423.81374,5000,9981.340849
10/1/2009 20:00,1.45468,1.462232,1.4622155,0.003609137,FALSE,FALSE,3423.81374,5000,9980.553371
10/2/2009 0:00,1.45465,1.460969,1.461553,0.003608606,FALSE,TRUE,0,9977.960432,9977.960432
10/2/2009 4:00,1.45617,1.459978,1.4611945,0.003612665,FALSE,FALSE,0,9977.960432,9977.960432
10/2/2009 8:00,1.4563,1.458972,1.460847,0.003460476,FALSE,FALSE,0,9977.960432,9977.960432
10/2/2009 12:00,1.46467,1.458875,1.460853,0.003953765,FALSE,FALSE,0,9977.960432,9977.960432
10/2/2009 16:00,1.46166,1.458373,1.4609565,0.003956221,FALSE,FALSE,0,9977.960432,9977.960432
10/2/2009 20:00,1.45826,1.457914,1.4609815,0.004093799,FALSE,FALSE,0,9977.960432,9977.960432
10/4/2009 20:00,1.46127,1.458078,1.4611265,0.004203696,FALSE,FALSE,0,9977.960432,9977.960432
10/5/2009 0:00,1.46466,1.458723,1.461376,0.00434108,FALSE,FALSE,0,9977.960432,9977.960432
10/5/2009 4:00,1.46547,1.459779,1.461487,0.004340907,FALSE,FALSE,0,9977.960432,9977.960432
10/5/2009 8:00,1.46397,1.460708,1.46147,0.004174559,FALSE,FALSE,0,9977.960432,9977.960432
10/5/2009 12:00,1.46498,1.461741,1.461355,0.004049582,TRUE,FALSE,3403.791842,4988.980216,9975.467188
10/5/2009 16:00,1.46685,1.462809,1.4613935,0.004079613,FALSE,FALSE,3403.791842,4988.980216,9981.832279
10/5/2009 20:00,1.46609,1.463788,1.46138,0.003949418,FALSE,FALSE,3403.791842,4988.980216,9979.245397
10/6/2009 0:00,1.47178,1.464499,1.461687,0.004253162,FALSE,FALSE,3403.791842,4988.980216,9998.612973
10/6/2009 4:00,1.47486,1.465819,1.462096,0.004370702,FALSE,FALSE,3403.791842,4988.980216,10009.09665
10/6/2009 8:00,1.47458,1.467451,1.4626825,0.004368773,FALSE,FALSE,3403.791842,4988.980216,10008.14359
10/6/2009 12:00,1.47612,1.468936,1.463507,0.004376167,FALSE,FALSE,3403.791842,4988.980216,10013.38543
10/6/2009 16:00,1.47537,1.470007,1.464365,0.003884458,FALSE,FALSE,3403.791842,4988.980216,10010.83259
10/6/2009 20:00,1.47345,1.470805,1.465292,0.003807443,FALSE,FALSE,3403.791842,4988.980216,10004.29731
10/7/2009 0:00,1.47211,1.471619,1.4661635,0.003670726,FALSE,FALSE,3403.791842,4988.980216,9999.736224
10/7/2009 4:00,1.47283,1.472404,1.4670725,0.003561754,FALSE,FALSE,3403.791842,4988.980216,10002.18695
10/7/2009 8:00,1.47361,1.47308,1.4679445,0.003425508,FALSE,FALSE,3403.791842,4988.980216,10004.84191
10/7/2009 12:00,1.46997,1.473468,1.468628,0.003581153,FALSE,FALSE,3403.791842,4988.980216,9992.452109
10/7/2009 16:00,1.46957,1.473247,1.468873,0.003579379,FALSE,FALSE,3403.791842,4988.980216,9991.090593
10/7/2009 20:00,1.4716,1.472921,1.46937,0.003620211,FALSE,FALSE,3403.791842,4988.980216,9998.00029
10/8/2009 0:00,1.47731,1.473194,1.4703225,0.003895244,FALSE,FALSE,3403.791842,4988.980216,10017.43594
10/8/2009 4:00,1.47868,1.47345,1.471193,0.003897042,FALSE,FALSE,3403.791842,4988.980216,10022.09914
10/8/2009 8:00,1.47825,1.473738,1.4718725,0.003596665,FALSE,FALSE,3403.791842,4988.980216,10020.63551
10/8/2009 12:00,1.47985,1.474378,1.4725915,0.003491307,FALSE,FALSE,3403.791842,4988.980216,10026.08157
10/8/2009 16:00,1.4816,1.475327,1.473473,0.003511481,FALSE,FALSE,3403.791842,4988.980216,10032.03821
10/8/2009 20:00,1.47973,1.476017,1.4742105,0.003535311,FALSE,FALSE,3403.791842,4988.980216,10025.67312
10/9/2009 0:00,1.47759,1.476415,1.4747475,0.003582943,FALSE,FALSE,3403.791842,4988.980216,10018.389
10/9/2009 4:00,1.47419,1.476837,1.4751525,0.00368871,FALSE,FALSE,3403.791842,4988.980216,10006.81611
10/9/2009 8:00,1.47728,1.477608,1.4754275,0.003804643,FALSE,FALSE,3403.791842,4988.980216,10017.33383
10/9/2009 12:00,1.47698,1.478146,1.4755335,0.003805236,FALSE,FALSE,3403.791842,4988.980216,10016.31269
10/9/2009 16:00,1.47203,1.477618,1.475406,0.004053436,FALSE,FALSE,3403.791842,4988.980216,9999.463921
10/9/2009 20:00,1.47306,1.477056,1.475253,0.003898876,FALSE,FALSE,3403.791842,4988.980216,10002.96983
10/11/2009 20:00,1.47412,1.476643,1.4751905,0.003899526,FALSE,FALSE,3403.791842,4988.980216,10006.57785
10/12/2009 0:00,1.47216,1.475874,1.475126,0.003894566,FALSE,FALSE,3403.791842,4988.980216,9999.906414
10/12/2009 4:00,1.47227,1.474941,1.475134,0.003591511,FALSE,TRUE,0,9997.77518,9997.77518
10/12/2009 8:00,1.47737,1.474705,1.475361,0.003850083,FALSE,FALSE,0,9997.77518,9997.77518
10/12/2009 12:00,1.48127,1.475073,1.475744,0.004023281,FALSE,FALSE,0,9997.77518,9997.77518
10/12/2009 16:00,1.48089,1.475743,1.47629,0.004014847,FALSE,FALSE,0,9997.77518,9997.77518
10/12/2009 20:00,1.47992,1.476007,1.4768075,0.003995436,FALSE,FALSE,0,9997.77518,9997.77518
10/13/2009 0:00,1.47926,1.476235,1.4771905,0.003967492,FALSE,FALSE,0,9997.77518,9997.77518
10/13/2009 4:00,1.47907,1.476939,1.4772785,0.003920389,FALSE,FALSE,0,9997.77518,9997.77518
10/13/2009 8:00,1.48756,1.478389,1.4777225,0.004284915,TRUE,FALSE,3358.78176,4998.88759,9995.276986
10/13/2009 12:00,1.48669,1.479646,1.4781445,0.004171065,FALSE,FALSE,3358.78176,4998.88759,9992.354846
10/13/2009 16:00,1.48594,1.481024,1.478449,0.004172345,FALSE,FALSE,3358.78176,4998.88759,9989.835759
10/13/2009 20:00,1.48652,1.482449,1.478695,0.003925989,FALSE,FALSE,3358.78176,4998.88759,9991.783853
10/14/2009 0:00,1.48879,1.483591,1.479148,0.003984036,FALSE,FALSE,3358.78176,4998.88759,9999.408287
10/14/2009 4:00,1.49008,1.484472,1.4797725,0.003986316,FALSE,FALSE,3358.78176,4998.88759,10003.74112
